index_id,name,description,ingredients,instructions
50,滷排骨飯,古早味滷排骨美味秘訣是先醃、再炸、後滷，滷排骨的湯汁滲入米飯當中香氣迷人，一口飯一口肉每吃一口都幸福感十足。,"['水 1000毫升', '青蔥 5根', '紅蘿蔔 20公克', '帶骨里肌肉 6片', '青江菜 1把', '米酒 30毫升', '米酒 30毫升', '薄鹽醬油 20毫升', '薄鹽醬油 50毫升', '冰糖 10公克', '冰糖 7-10公克', '地瓜粉 10公克', '蒜頭(蒜末) 2公克', '老薑 10-51公克', '肉桂粉 5公克', '萬用滷味包 1包']","['取一碗放入排骨並倒入醃料，抓醃一下後，再 放冰箱静置30分鐘。', '起一砂鍋並倒入1000cc水，將小磨坊萬用滷味包及其他滷汁食材、青菜、紅蘿蔔全部加入砂鍋內，大火煮滾後再轉小火悶煮30分鐘。', '將醃好的排骨均勻抹上地瓜粉，放一旁備用。(滷排骨適用溼粉 才不易脫落)', '另起油鍋，放入排骨油炸約7分熟就可撈起。將排骨瀝油後，放涼備用。(不可炸太久 排骨會過老乾澀)', '滷汁煮30分鐘後轉小火，放入瀝油後的排骨，用浸泡的方式讓排骨入味 約10分鐘。 (這樣的排骨才會軟嫩好吃)', '滷製好後就可以盛盤上桌，搭配米飯一起食用囉！']"
51,家常滷肉刈包,飯淋上滷肉汁，滷肉可以直接下飯。亦可夾刈包、再加入適量香菜。可依個人喜好隨意吃。,"['水 600毫升', '辣椒 4根', '蒜頭 5瓣', '青蔥 3-4根', '香菜 1公克', '五花豬肉片 200公克', '米飯 1碗', '刈包 4個', '老薑 10-15公克', '米酒 600毫升', '薄鹽醬油 80毫升', '冰糖 適量公克', '萬用滷味包 1包']","['起一油鍋，加入蔥白段、蒜仁、薑、辣椒爆香。', '放入切小塊的五花肉稍微拌炒。', '放入水及酒，要蓋過鍋內所有的肉，水及酒的比例可自行調整。', '放入小磨坊滷味包，蓋上鍋蓋以中火加熱，15分鐘水煮滾後，再轉小火慢慢燉煮，將肉煮軟。大約一小時開蓋用筷子檢查一次肉的軟度。(燉煮期間不要開鍋蓋)', '大約二小時後，肉夠軟了，先加入80克的醬油調味，關蓋續煮。', '10分鐘後，打開試味道，加入冰糖調味。若不夠鹹，再適量加入醬油。 ', '將小磨坊滷味包拿出，蓋上鍋蓋小火再煮約30分鐘，關火，若還沒要上桌，就保持鍋蓋蓋好。', '燉煮好的滷肉可搭配米飯，或夾入刈包再撒上香菜，一滷三吃好味道。']"
52,香滷牛肉麵,牛腱肉可以一次燉煮一大鍋，牛肉及湯可以分裝冷凍。滷過後的牛腱肉不管是搭配麵、飯或水餃，都很適合喔！,"['水 1000毫升', '青蔥 5根', '蔥花 適量公克', '紅蘿蔔 1根', '牛腱肉 2條', '家常麵 1束', '紅辣椒 適量根', '米酒 30毫升', '薄鹽醬油 50毫升', '冰糖 7公克', '蒜頭 適量瓣', '老薑 10-15公克', '萬用滷味包 1包', '精選月桂葉 6片', '八角粒 5個']","['起一砂鍋並倒入1000cc水，將牛腱片肉及小磨坊萬用滷味包及其他滷汁食材全部加入砂鍋內。', '加入紅蘿蔔塊，大火煮滾後再轉小火悶煮至少1小時。', '另起一鍋水，水滾後再轉小火放入家常麵。', '取一碗，放入麵條及蘿蔔塊。放上牛腱肉片及倒入牛腱肉湯，再撒上蔥花，牛肉麵完成。']"
53,醬燒豆腐雞,雞翅與醬汁一同煨煮，可將雞汁的精華與醬汁融合，且醬汁已有醬油的鹹度，因此不用再額外加鹽巴，吃起來也不會死鹹，健康一百分！後續煮豆腐的時候，豆腐的味道也會更美味喔！,"['青蔥 2根', '雞翅(三節) 6支', '紅辣椒 1根', '蒜頭 6瓣', '板豆腐 1塊', '老薑 少許公克', '紅辣椒粉 適量公克', '茶葉蛋滷包醬汁 400毫升']","['起一平底鍋，以小火乾煎雞翅，煎至表皮出油，色澤呈現金黃色。', '原鍋加入茶葉蛋滷包醬汁、青蔥段、薑片、蒜片、辣椒段，並以小火燒至香氣出來、醬汁上色即夾出雞翅。', '原鍋加入板豆腐、辣椒粉，並以中小火燒5分鐘，烹煮過程中可適時翻動，避免黏鍋，烹煮完後，將板豆腐切成條狀。', '將豆腐與雞翅拌一拌再淋上鍋中的醬汁即完成。']"
54,茶香醬蒸魚片,鮭魚片及豆腐本身沒有調味，因此蒸完後，魚片及豆腐都吸附滿滿的醬汁，且茶葉蛋的香氣與鮭魚的香氣融合，讓人忍不住配上一碗飯，從沒想過茶葉蛋醬汁還能這樣運用呢！是很新鮮的嘗試！,"['青蔥 2根', '鮭魚 300公克', '辣椒 2根', '蒜頭 2瓣', '板豆腐 1塊', '玫瑰鹽 適量公克', '茶葉蛋滷包醬汁 400毫升']","['準備一長盤（可放入電鍋大小），將鮭魚片及豆腐片穿插依序排列。', '將蔥段、蒜片、辣椒段倒入茶葉蛋滷包醬汁中拌勻，接著淋於魚片豆腐上。', '準備蒸鍋，放入魚片豆腐，啟動烹煮模式。', '烹煮完成後取出，撒上蔥花及辣椒末即完成。']"
55,香滷茶葉蛋,濃郁茶香簡單入味，茶葉蛋真的是一種簡單又美味的食物，一個小棉袋裝著令人驚豔的精華配料，冰起來放一個晚上，顏色更美，醬香味更明顯，熱吃冷吃都別有一番風味。,"['雞蛋 10顆', '水 1000毫升', '薄鹽醬油 30毫升', '砂糖 3-5公克', '茶葉蛋滷包 1包']","['準備一深鍋放入雞蛋，並倒入水直至覆蓋雞蛋，開中火煮8分鐘後取出，並以湯匙輕輕敲裂蛋殼。', '準備電鍋之鍋子，放入雞蛋、茶葉蛋滷包，並倒入醬油、米酒、砂糖、1公升的水。', '接著將雞蛋與滷汁放入電鍋中，外鍋倒入一杯水，按下開關。', '蒸煮完成後，不要掀蓋悶10分鐘，悶完取出即可食用。']"
57,打拋豬,滑嫩的豬絞肉與打拋醬微辣口感，微酸香味與九層塔獨有香氣結合，是一道非常下飯且適合夏天的泰式料理。,"['水 50毫升', '豬絞肉 250公克', '小番茄 6顆', '九層塔 10公克', '食用油 15毫升', '泰式打拋醬 100公克']","['熱鍋後加入沙拉油1匙並放入豬絞肉翻炒至上色(約3分鐘)', '再加入番茄丁拌炒(約1分鐘)', '將白開水與小磨坊泰式打拋醬混勻後加入鍋內與豬肉拌勻上色(約1分30秒)。', '將九層塔拌入後熄火即可起鍋上菜。']"
58,西班牙馬鈴薯烘蛋,大人小孩都喜愛的烘蛋料理，將培根、洋蔥、紅甜椒與小磨坊西班牙海鮮醬拌炒後，每一口都吃的到海鮮醬與食材融入後的鮮味。馬鈴薯扎實的口感，也可以讓人單吃亦有飽足感的感覺。,"['馬鈴薯 1/2', '雞蛋 3顆', '培根 1片', '洋蔥 1/4顆', '紅甜椒 30公克', '西班牙海鮮醬 100公克', '食用油 適量毫升']","['起一平底鍋，倒入1大匙油，加入培根、洋蔥、紅甜椒續炒1-2分鐘熄火，放置一旁備用。', '取一容器將雞蛋、小磨坊西班牙海鮮醬，與1小匙油均勻攪拌。', '原平底鍋放入2匙油，將蒸熟的馬鈴薯平鋪於底部，再鋪上培根、洋蔥、紅甜椒。', '原平底鍋倒入(步驟2)之蛋醬，將蛋醬平鋪蓋滿食材。', '蓋上鍋蓋，以小火燜煮至蛋液呈凝固狀。即可呈盤食用。']"
59,西班牙海鮮飯,不用在外面餐廳花大錢，在家自己放入喜愛的蔬菜、海鮮食材，搭配小磨坊西班牙海鮮醬，每一口米飯都吃的到鮮甜的海鮮味，便宜又好吃。,"['米飯 4碗', '小管 50公克', '草蝦 40公克', '洋蔥 1/2顆', '紅甜椒 1/4顆', '西班牙海鮮醬 100公克', '水 450毫升', '食用油 10毫升']","['熱鍋後加入油2匙，將切長條後的洋蔥中火拌炒至軟(約1分鐘)。', '放入處理好的海鮮食材一同拌炒至變色(約1分鐘)，全數夾起備用。', '原鍋加入油1匙，放入香米小火拌炒(約2分鐘)，盛起備用。', '將小磨坊西班牙海鮮醬、白開水及拌炒好的所有食材、紅甜椒倒入電鍋內鍋。 ', '外鍋加入3杯水(電鍋用量杯約450g)，蓋上鍋蓋按下開關。待開關跳起後再悶煮(約5分鐘)即起鍋上菜。']"
60,日式壽喜燒,濃郁的醬汁讓食材完全入味，搭配生雞蛋沾著吃，一鍋可同時吃到肉與蔬菜，只要搭配白飯即是一道營養滿分的日式料理。,"['洋蔥 1顆', '雞蛋 1顆', '紅甜椒 30公克', '水 800毫升', '玉米筍 30公克', '五花豬肉片 100公克', '雪白菇 30公克', '大白菜 30公克', '食用油 適量毫升', '薄鹽醬油 20毫升', '蒟蒻絲 20公克', '豆腐 30公克', '照燒醬 100公克']","['起一油鍋炒香洋蔥後，倒入醬油。取出備用。', '取一湯鍋，倒入小磨坊日式照燒醬與水淹至約鍋深的一半高度，煮至水滾。', '將食材擺好，轉小火煮熟。']"
61,泰式醬燒排骨,這道菜嚐起來有點像糖醋排骨的味道，但以泰式甜辣醬調味，味道會帶點酸味，能調解鹹甜膩感，是一道很下飯的料理喔！,"['水 100毫升', '白芝麻 適量公克', '排骨 500公克', '滷汁 45毫升', '米酒 90毫升', '薄鹽醬油 20毫升', '砂糖 5公克', '魚露 8毫升', '鮮磨白胡椒 5公克', '泰式甜辣醬 21公克', '糖醋醬 5包']","['將滷汁混合拌勻，取3大匙備用。', '起一湯鍋，倒入排骨與剩餘滷汁，煮10分鐘至軟嫩上色。', '另取一容器，將泰式甜辣醬、魚露、3大匙滷汁調勻。', '起一平底鍋， 將滷好的排骨撈起，與步驟3的醬汁一起燒到醬汁微微收乾。', '起鍋灑上白芝麻即完成。']"
62,泰式醬烤嫩茄,茄子是一道很難料理的食材，尤其防氧化的前置作業可是不能少，利用高溫烘烤的過程，讓茄子亦能吸附醬汁鹹甜的滋味，搭配洋蔥一起食用，備感清爽。,"['洋蔥 1/2顆', '青蔥 2根', '茄子 1條', '薄鹽醬油 10毫升', '番茄醬 15公克', '蠔油 10公克', '辣椒 1根', '金黃蒜油 15毫升', '玫瑰鹽 5公克', '泰式甜辣醬 15公克']","['將調味料、辣椒、蒜頭混合拌均勻 。', '取一烤盤，將洋葱平鋪於烤盤底部。', '將茄子依序鋪在洋蔥上面。', '將調味料均勻抹在茄子上面', '再鋪一些洋蔥絲上去。', '進入烤箱烤至茄子熟透，取出灑上蔥花即完成。']"
63,泰式酸辣魷魚,酸甜醬汁緊緊攀附著魷魚，利用魚露提鮮，翻炒時，空氣中瀰漫濃濃的酸香氣息，一口咬下，竄起的辣感真是誘人食指大動，是一道適合搭配啤酒一起乾一杯的菜餚啊！,"['檸檬 1/2顆', '小番茄 5顆', '魷魚 1隻', '食用油 5毫升', '黑糖 5公克', '米酒 5毫升', '魚露 5毫升', '白醋 15毫升', '辣椒 1根', '泰式甜辣醬 45公克']","['起一湯鍋倒入米酒，汆燙魷魚20秒即撈出泡冰水，可使魷魚的肉質緊實。', '檸檬汁、泰式甜辣醬、魚露攪拌均勻成醬汁。', '起一平底鍋，倒入烹飪油，將小番茄及辣椒快速翻炒。', '接著，倒入步驟2的醬汁一同拌炒。', '再倒入魷魚一同拌炒入味即可上桌。']"
64,泰式時蔬米披薩,美味成敗在於烤箱的火候控制！焦香脆口的米餅，搭配清爽的蔬菜，即使僅有簡單的以玫瑰鹽及黑胡椒調味，但因米心吸附泰式甜辣醬的酸甜，因此尾韻帶點鹹甜餘韻。,"['洋蔥 1/2顆', '黃甜椒 1顆', '奶油 20公克', '香菇 4朵', '牛蕃茄 1 顆顆', '米飯 1碗', '起司片 3片', '金黃蒜油 15毫升', '洋香菜葉 5公克', '玫瑰鹽 5公克', '鮮磨黑胡椒 5公克', '泰式甜辣醬 5公克']","['保鮮膜平鋪於桌面，將白飯鋪上後，再覆蓋一張保鮮膜，並將米擀成薄片狀。', '將泰式甜辣醬薄薄的刷在米餅皮上，勿過多，避免餅皮過濕。', '將起司片撕碎均鋪於食材上，灑上玫瑰鹽、洋香菜葉、黑胡椒。', '於米餅皮鋪上香菇、黃甜椒、洋蔥、牛番茄、奶油，再刷上一層薄薄的泰式甜辣醬。', '烤盤鋪上烘焙紙，將米餅皮放於烘焙紙上，撕下保鮮膜抹上薄薄的蒜風味油，接著把抹油的那面朝下平鋪於烘焙紙上，並撕掉另一張保鮮膜。', '送進烤箱烤10分鐘即完成。']"
65,黑胡椒牛柳義大利麵,義大利麵拌炒黑胡椒醬，胡椒香氣四溢，捲起一口麵，放入嘴裡，胡椒的辣，刺激著味蕾與食慾，搭配甜椒本身的甜味與清脆，能為濃厚的餘韻帶來一絲清爽的風味。,"['洋蔥 1/2顆', '冰水 1000毫升', '黃甜椒 1顆', '紅甜椒 1顆', '義大利麵 2把', '牛里肌肉 100公克', '食用油 5毫升', '米酒 5毫升', '薄鹽醬油 10毫升', '低筋麵粉 30公克', '玫瑰鹽 2.5公克', '黑胡椒醬 120公克']","['牛里肌肉條加入低筋麵粉、醬油、白糖，用手抓匀醃10分鐘。', '起一湯鍋，煮義大利麵，約10-12分鐘，待麵心變軟，即可撈出泡冰水備用。', '起一平底鍋，倒入烹飪油，再倒入牛里肌肉條拌炒至7分熟取出。', '原鍋倒入紅、黃甜椒、洋蔥倒入鍋中翻炒至7分熟。', '原鍋倒入牛里肌肉條、義大利麵拌炒均勻。', '倒入黑胡椒醬拌炒均勻。', '灑上玫瑰鹽調味即完成。']"
66,日照壽喜燒,醬汁因為搭配洋蔥一起烹煮而增添洋蔥香甜滋味，搭配煎過的雞腿肉一起煨煮，醬香濃郁，蔬菜吸附飽滿醬汁，豆腐煎的金黃可口，搭配清爽的豌豆苗，讓人忍不住白飯一口接著一口。,"['熱水 280毫升', '去骨雞腿 1隻', '青蔥 4根', '紅蘿蔔 1/2根', '鴻喜菇 1包', '豌豆苗 1把', '料理清酒 60毫升', '食用油 5毫升', '薄鹽醬油 20毫升', '板豆腐 1塊', '老薑 5-10公克', '照燒醬 48公克', '柴魚高湯粉 18公克']","['起一平底鍋，倒入烹飪油，將雞腿煎至表面呈現金黃色即取出。', '日式照燒醬、柴魚高湯、醬油、薑末和清酒混合拌勻。', '取一湯鍋，將食材擺好，倒入步驟2的湯汁及100毫升的水，煮滾即完成。']"
67,雞肉菇菇咖哩飯,咖哩與蔬菜一同拌炒，可藉由蔬菜的鮮甜巧妙地調整咖哩的鹹、薑黃的甘苦，煎過的雞肉，能將雞汁鎖住，咖哩雞肉搭配白飯一同入口，真讓人忍不住一口接著一口。,"['馬鈴薯 2', '洋蔥 1顆', '紅蘿蔔 1根', '米飯 2碗', '雞胸肉 300公克', '美白菇 1包', '食用油 適量毫升', '特濃咖哩醬 適量公克']","['起一油鍋，倒入洋蔥拌炒，炒至香味釋出且表皮呈現金黃色。', '倒入紅蘿蔔與馬鈴薯一起拌炒，炒至表面呈現金黃色。', '倒入特濃咖哩醬及少許的水，直至水面淹過食材即可。', '蓋上鍋蓋，悶煮至馬鈴薯與紅蘿蔔熟透，悶煮時可攪拌食材避免黏鍋。', '等待熟成的同時，另起一油鍋，將雞肉煎至金黃色取出備用。', '待紅蘿蔔與馬鈴薯熟透後，倒入美白菇與雞肉，約煮10分鐘，待雞肉熟透即可關火。']"
68,雞肉咖哩烏龍麵,烏龍麵吸飽了咖哩湯汁，Q彈嚼勁讓愛吃麵食的大小朋友都喜愛，一口麵一口花椰菜，再搭配軟嫩入味的咖哩雞肉與馬鈴薯塊，讓人沉浸在咖哩香氣中，充滿美味幸福感。,"['馬鈴薯 1', '洋蔥 1/2顆', '水 1200毫升', '去骨雞腿 1隻', '青花椰菜 適量公克', '紅蘿蔔 1根', '烏龍麵 400公克', '玫瑰鹽 適量公克', '特濃咖哩醬 15公克']","['取一湯鍋, 加入水並大火煮滾後，倒入紅蘿蔔、洋蔥、花椰菜、馬鈴薯。', '花椰菜稍微燙熟後，可先取出放一旁備用。', '另起一平底鍋，將雞肉煎熟至呈現金黃色，起鍋切塊。', '將煎好的雞肉與特濃咖哩醬依序倒入湯鍋中拌煮。', '接著倒入烏龍麵，煮至麵條變軟。', '撒入玫瑰鹽調味。', '原鍋倒入花椰菜微伴即可起鍋。']"
70,咖哩炒米粉,將食材充分拌炒，釋出的鮮甜美味，才能被米粉完整的吸收～而且炒米粉很適合帶便當，炒一大鍋省錢又好吃。,"['洋蔥 1/2顆', '雞蛋 1顆', '青蔥 1根', '純米米粉 400-500公克', '肉絲 30公克', '乾香菇 5朵', '米酒 5毫升', '薄鹽醬油 10毫升', '特濃咖哩醬 1大公克']","['起一油鍋，炒香洋蔥及蔥花。', '接著下肉絲，炒至肉絲變白，再倒入香菇絲翻炒。', '乾米粉下鍋拌勻。', '倒入香菇水及特濃咖哩醬、醬油，翻炒讓米粉均勻吸水。', '湯汁接近半乾時，倒入蛋液一同拌炒。', '等湯汁收乾後，即可起鍋。']"
72,照燒雞腿排飯,雞腿排用米酒與醬油長時間醃製入味，煎烤時再刷上一層日式照燒醬增添甜味及色澤，使每一口雞肉都能品嚐到甜鹹好滋味，搭配Q彈米飯一起食用更顯美味。,"['水 100毫升', '去骨雞腿 1隻', '米飯 1碗', '米酒 15毫升', '砂糖 7公克', '日式醬油 15毫升', '日式醬油 15毫升', '鹽 5公克', '白芝麻 適量公克', '生薑 15公克', '照燒醬 20公克', '黑胡椒粒 5公克']","['將醃料及生薑泥依序倒入盆器中攪拌均勻。', '將雞腿排、粗粒黑胡椒、醃料一起倒入密封袋裡，排出多餘空氣，入冰箱醃製至少30分鐘。', '起一煎鍋，轉至中火，將醃製好的雞腿排，皮面朝下煎至表面呈金黃色。', '翻面，將皮面朝上，刷一層照燒醬。', '待雞腿排煎至八分熟，再翻面將皮面煎至焦糖色。', '待雞腿排熟成，即可取出切成條狀。', '擺盤後灑上白芝麻即可上菜。']"
73,照燒蔬烤三明治,營養美味的蔬菜三明治，蔬菜與鹹天的日式照燒醬一起半煎炒，搭配清爽脆口的小黃瓜與生菜、奶香濃郁的起司片、香酥焦脆的吐司，每一口都是清爽無負擔的好滋味。,"['洋蔥 1/4顆', '小黃瓜 20公克', '香菇 8朵', '南瓜 2片', '起司片 2片', '全麥吐司 4片', '火焰生菜 1株', '美乃滋 1公克', '照燒醬 40公克', '金黃蒜油 15毫升']","['起一平底鍋，將香菇刷上日式照燒醬以中火翻煎至熟成即取出。', '原鍋倒入蒜風味油，接著倒入南瓜、洋蔥，再倒入日式照燒醬拌抄至熟成即取出。', '原鍋洗淨擦拭水份，放入吐司，並以中小火煎至兩面均呈現金黃色即可取出。', '吐司塗抹美乃滋並放上所有食材即完成。']"
